0.0015675948534641933,nan
0.0015361274051671195,nan
0.0010520808164867577,0.431
0.0009562912535320178,0.416
0.000737872583967393,0.462
0.0009396377169227979,0.435
0.001510828185606045,nan
0.001193547134213643,0.265
0.0008773091604905387,0.423
0.0008266849895902223,0.43
0.0008767816805379427,0.405
0.000634672149051357,0.541
0.0008125185687403311,0.45
0.0013570584195252778,nan
0.0011289300224250369,0.389
0.0008093430439899954,0.458
0.0007995357801027546,0.445
0.0007539346009579221,0.456
0.0013634874523796188,0.011
0.0008227146095072,0.446
1,261,1,33,0.045000000000000005,0.8,0.8190000000000001,0.05009,20
